Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
P51665				114043.3594	151360.7031	106690.7578		84534.85938		109881.6953	142669.5938		198351.4688		208685.3281	149288.1562		64307.515620000006		149333.0469	199497.1562	186499.6094	255584.6562	157828.75		43215.80859	43256.33594	36291.74219			82848.4375	77614.58594			83249.82031	53524.20703	135303.7812	141075.7812	188898.8906	149183.9531	167411.2656	181022.0156	177622.1406	114933.5703	72092.67188	122427.8672	134791.1719
P51668;P61077;P62837;Q9Y2X8					151044.2812																91123.53125										125113.6016					127687.2734	342508.625	366097.2188			412780.7188	283553.0938				311056.0312	404414.6875
P51693																																											158235.5				
P51797															54406.44531	58260.17969	68075.44531								496138.75									51926.95703													
P51813																		194953.4219																													
P51814									86218.85156		79774.88281					52718.37109																															
P51828																																										112558.7969					
P51858	86295.25	94792.58594			74198.34375				42999.39062											45988.40625		52236.82422					65368.21484	64234.65625					59983.25				70006.46875						71611.16406		36737.08594	72036.375	
P51861								795026.6875																																							
P51878																											73958.27344																				
P51884	961289.25	879118.9375	983579.1875	897919.3125	821207.375	827910.875	964344.875	847090.5625	798054.8125	818167.1875	936580.5	718473.0625	844100.375	1014233.25	681539.375	692292.0	826530.6875	882417.4375	824458.0	1041567.812	713160.1875	575554.3125	711128.0625	695819.625	831026.625	624891.9375	817379.6875	862731.3125	679086.1875	884865.5625	669663.4375	645919.3125	484034.0312	515940.625	750351.875	743929.0625	761395.9375	629645.5625	474525.625	448998.8438	497278.1562	821337.5625	775219.1875	704307.5625	721139.125	803577.375	777863.625
P52179																			70595.40625																												
P52209	2357136.5	2493075.25	2475955.25	2600251.0	2675631.25	2508333.75	2729334.5	2718242.0	2909976.5	2544647.75	2566247.0	2723394.75	2871200.5	2699372.0	2843160.25	2823303.25	2890104.25	2929353.25	2742820.0	2730671.5	2768223.0	2649782.5	2668241.25	2706722.75	2550465.75	2510893.75	2328910.0	2323105.0	2257893.0	2314632.25	2492834.5	2296486.5	2565912.75	2583274.5	2278513.75	2631352.25	2330415.25	2239465.0	2544925.5	2138613.75	2236146.0	2517973.5	2224053.0	2318605.75	2265681.0	2289338.0	2113433.25
P52272											465384.7812																																				
P52565	125420.4844	323151.0		116485.2812	210935.8594	305510.7812			50627.44531	184365.7969	227621.1406	115737.0	72221.55469	212588.875	183043.9219	204844.5156	278142.25	280158.9375	48361.71094	206486.5625	284240.1875	249053.9688	237049.75	111253.5781	302745.75	411230.6875	343849.75	337419.4375	359777.125	308950.375	218866.7969	314564.5938	240642.3125	270451.8125	353463.375		358857.0312	377875.375	300475.7188	393371.0625	349184.8438	342287.125	349379.8125	442891.1875	373587.4062	413006.9062	403435.9375
P52566	39391.1875	62024.59375	38686.61719		138958.4688	119280.2578	120072.0312	132293.2344			135545.7812									76299.75	68014.45312	79700.59375				186472.7031	153793.8125	142755.3125	158827.5781	149653.7969	165571.5	189168.0781	237323.0	296467.75	227963.8125	175291.9688	172643.5938	237182.6406	180623.1406	223867.4219	207194.2969	151461.2188	212027.6562	220522.2031	213693.4062	198945.2656	200218.2031
P52742														238370.0938																																	
P52746									18846.24219																																						
P52758		170654.8438	24141.03906	31718.43164	39961.17188				115506.8906																										121042.0391		135013.3594						139013.3438				
P52824																							163546.7344																								
P52848	261780.5156	314743.5312	296045.2188	392998.75	522067.4688	272264.75	364989.6875		410893.0312	334837.6562	621459.75	564898.3125	405608.6562	442586.4062	533985.75	642752.6875	625407.0	679245.3125	1477195.375	1620657.375	1292219.375	1556966.625	1108877.625		755913.625	804529.75	730502.0	667291.4375	847320.5625	790336.3125	710802.0	560133.8125	782236.8125	569579.125	739993.8125	619846.6875	521145.9688	401499.875	643974.8125	631549.75	365885.4062	553405.625	402136.1875	541561.5625	622992.5	548827.875	480245.2188
P52888		44791.59375	107492.7578	55647.23047							35013.625				85857.10156			49494.39844			31999.78125	59990.83203				51019.71094	46152.57422										50556.04688	35193.70703	27343.0957	44752.20312	35258.35938			21341.35156	66310.77344	46072.46875	54503.83984
P52907	654144.625	728159.8125	670929.125	794644.875	644082.9375	609277.75	533773.8125	601530.3125	401191.0312	499931.9375	429599.0	537123.6875	593329.875	675135.5625	542852.3125	489180.375	697334.5	524762.5	625249.8125	432560.7188	613126.5	760444.5	616064.875	670453.0625	461420.8125	707083.5	579602.1875	667264.75	593088.5	561368.375	399115.2188	590885.3125	455917.4062	379197.6562	441782.8438	462191.4062	449244.4375	522952.5312	452177.75	510298.25	489097.1562	364845.0938	462371.4062	574409.75	348982.5938	545277.5	611737.5
P52948																							1074031.5																								
P52951																														98734.25781																	
P53004	1086813.875	1131065.25	1047628.375	959062.6875	1085815.875	1003119.875	1194999.25	1155625.25	1156491.5	1074751.125	982702.875	1054332.25	1024979.938	1019351.5	1033230.0	936275.875	1016481.625	956474.3125	903035.5	921402.0	1006923.375	880398.25	933039.5625	977281.5	892595.125	958740.125	991667.25	1276088.75	1162686.75	1191374.0	809768.25	828066.0625	977984.25	954572.25	904807.1875	948458.1875	820917.75	871067.1875	1021314.0	948572.9375	782451.125	949796.9375	989355.8125	1090739.0	1185755.0	931828.0	847053.625
P53041			23867.83398																																29439.19336						36334.92578			40136.86328			
P53367																												1066291.5																			
P53396	662330.5625	614997.0	650468.875	1073513.25	639254.125	584350.8125	1040160.25	1083717.0	698397.375	676939.8125	988224.875	711127.5625	760333.9375	739959.8125	558301.0625	603826.5	628296.6875	632396.25	536178.75	590188.25	591064.125	631644.625	570216.9375	530759.8125	575611.25	533525.25	528861.0625	584379.0	568783.0625	589349.625	579914.0625	773267.125	607404.3125	760741.75	602015.0625	971206.5	512766.25	536773.4375	574519.75	459438.7188	1044379.438	554042.375	519356.4688	512909.75	835339.1875	1109468.125	484264.3125
P53602	87325.97656	97365.92188	140027.375	95453.64844	103844.4766	99701.69531	80710.48438	75207.95312	96550.82031	88040.07031	90407.78906	69942.38281		76861.91406		39283.73438	35939.36328	63838.08594		87321.50781				33081.23828		45436.98047						45907.73047	32321.16992	46182.83203	75945.17188	61111.73047	83480.21875	75362.42969	84562.46094	96076.67969	89201.5	68939.88281	91532.92969	86844.48438	97547.23438	90994.75781	87890.16406
P53618																					99460.77344	114853.9062																									
P53675							120797.0																																								
P53675;Q00610				295699.0625		306871.125	422485.8125		370626.9688	338172.7812	356898.0312		337832.25		342166.7188								308686.875								265374.0625		305547.1875	313891.9688	436077.9062		291346.75	267872.8438	374447.0625	296675.375	362361.0625		272765.625	240430.5	337390.9062	304111.4062	
P53680			182029.6562	161388.0156	239114.6719		202194.8906	170339.3125	173049.6875	182255.9062	66378.30469	164219.3594	149753.9688	148626.1562	130640.7734	198939.4688		158971.5312		184694.7656	164831.5625		42477.80078		141360.2812	28298.86914			25585.00391			50567.73438	62379.796879999994		62473.08984			84024.66406	181478.7188				68680.1875				
P53804								158439.1875							40384.46484																										69943.46875						
P53805																						179620.375																									
P53990	61466.08594	79537.77344	86418.46875	77431.35938		44971.66797			59467.4375	70327.0	53823.53516		49052.46094		25020.48242			54781.86328				48283.00781													91455.82031			54806.953120000006					79518.63281	32956.07422			
P54105	276522.0312	211456.8438	269848.4688	225181.0	260948.0625	499989.3438	215179.9062	200134.2188	208887.1406	238201.7031	174325.4844	186081.0156	208399.9844	307017.9375	542235.875	255278.0469	231843.4844	347058.6562	259870.5781	622180.375	194105.7812	477182.0312	205944.3594	231447.4688	241019.4844	170749.5	233871.9688	176531.4219	195424.8438	222173.75	146789.7812	726211.5	220291.0	135970.5781	245135.0469	160118.9531	211410.1406	154657.9062		189194.5312	716416.5		174260.2969	784572.3125	692620.8125	674628.4375	602639.4375
P54132									300291.9688																																						
P54136										21838.00977																																					
P54198		39450.58984																																													
P54257																																							29608.28125								
P54277																																160369.3281															
P54289																									91668.46875																						
P54577		97517.11719	109048.375	124273.3359	39227.98828	105525.6484													83137.60156					72214.875		25572.09961											49435.20703			59115.25781				70593.33594	42312.86719	38839.46484	57325.6875
P54578	971526.0	1290191.25	1118348.25	996371.1875	963838.8125	1102658.5	950160.5625	1178852.5	1226886.125	1163639.0	925472.375	907806.9375	1069199.375	1115864.625	1160398.0	851222.1875	971618.9375	1044614.5	1066607.5	978484.0625	997058.125	931697.25	963110.6875	1043342.625	825749.3125	814055.1875	770979.1875	906510.125	836221.125	795200.75	899760.0625	835617.875	847944.0	934255.0625	760733.5625	748623.125	957396.4375	966276.5	991090.9375	1029774.938	1013493.312	1008525.875	1015383.562	1043901.688	1021419.0	1020248.0	931785.5625
P54709	60460.09375								30002.25586																																						
P54725	1989689.25	2330879.5	2052553.375	2266317.5	2719427.5	2183144.0	1678438.625	1837009.5	2441969.75	2392571.75	2607364.75	2430579.0	1658908.75	2033631.75	2402157.25	2660953.0	2665683.5	2105255.75	2000470.25	2504768.25	2575145.75	2773459.0	2730773.75	2304414.5	2301784.0	2359831.5	2383192.5	2773495.75	2685881.25	2515422.0	2129459.0	2465751.25	2509067.25	2819962.0	2269258.75	2847472.75	2125320.75	2122225.0	2627632.25	2145030.25	1993909.875	2522246.0	1772663.875	2164511.75	2783922.25	2241514.5	2078225.625
P54725;P54727																												76586.125	2685881.25		2129459.0	2465751.25	2509067.25		2269258.75	2847472.75		84753.03125	51380.57031	131245.8281	56510.5	2522246.0		133790.2812	122654.5938	86977.54688	
P54727		146387.5625		166301.1094	169940.875			132160.2656			154541.7656		149216.0	121584.2656			165411.4531		157449.5625		146983.3438	131954.0156			119674.1719		117045.3594		98115.52344	79432.85156		136939.625	133348.8438	135558.9375	121365.5703		104257.2031		126436.0703	132134.7188	116798.5	150379.1875	132426.1562	154412.5156		84617.99219	131993.7969
P54753																																					72020.29688										
P54756																																													60968.47656		
P54760																																							75223.67969								
P54819																										26481.47266																					
P54886														54670.26953	56465.77344																																
P54920	489513.875	552341.0	417949.1875	509894.2812	666380.125	448709.6562	258768.375	287888.9688	508196.0312	333746.625	617448.5	287194.0312	194997.7656	409078.0312	351992.1562	540975.4375	618293.875	429238.4688	213330.4844	437468.125	409484.125	540675.625	497351.5312	253817.4219	487389.5625	571053.75	607183.5	650179.6875	649533.4375	552953.8125	437374.3125	663393.0625	653793.25	772434.625	652169.1875	624795.1875	606210.0	568292.875	716011.125	640674.0625	561551.5	669561.125	606372.25	682953.5	849275.25	692580.9375	616559.1875
P54920;Q9H115	489513.875	552341.0	417949.1875	509894.2812	666380.125	448709.6562		287888.9688	508196.0312	333746.625	617448.5	287194.0312		409078.0312	351992.1562	540975.4375	618293.875	429238.4688		437468.125	409484.125	540675.625	497351.5312	253817.4219	487389.5625	571053.75	607183.5	650179.6875	649533.4375	552953.8125	437374.3125	663393.0625	653793.25	772434.625	652169.1875	624795.1875	606210.0	568292.875	716011.125	640674.0625	561551.5	669561.125	606372.25	682953.5	849275.25	692580.9375	616559.1875
P55010	28093.5332					47379.14844			105726.5625	108914.0938	132148.3438					114354.0703	139796.9531				50125.30078	130918.5312	129666.1484		104901.9531	135420.7812		145332.4375	102194.6562					123013.3359			57080.5	111475.2109		121490.6641	114808.7812	16335.31738	59791.671879999994		103912.2031		105065.3516
P55036	148314.8594	152650.7188	129978.3438	149227.5938	144730.625	145926.6094	61223.47656	102246.1797	94571.20312	113829.5938	123805.5625	107523.75	114861.7891	144532.7969	110644.8516	81896.36719	158086.0	130477.3594		95222.125	117042.0625				111142.4766	103592.9219	114416.5547			100882.7188	105492.4922	110319.2266	129209.6016	87256.91406	139797.7344	119864.0	86798.85156	128082.9141	100921.7344	120803.6953	114400.1094		116748.6406	128226.5		89124.64844	110750.9844
P55055																															48904.88281																
P55056		47901.53906			83057.53125						106714.0859														69044.53125		91502.13281	105793.4688									95696.80469	117659.2969		127445.5156			121026.4062	145618.2812	59227.65234	145808.0469	98588.75
P55058			112990.3672						34870.64844														48494.08984										116766.0234		95163.32812		89107.54688	86636.46875		82291.17188	120929.5547			73748.52344			
P55072	2564838.0	2497204.5	2530202.75	2441540.75	2409382.75	2547573.75	2675748.25	2661710.75	2824994.75	2580654.25	2312274.5	2514789.5	2470007.75	2533207.25	2415061.25	2532889.5	2557483.0	2628930.25	2520901.5	2406033.75	2587215.0	2447964.5	2439036.25	2482252.0	2277113.25	1837449.25	2210076.0	2140880.0	2023093.375	1864750.5	2166200.0	2038820.125	2218337.75	2280652.25	2080413.5	2311451.25	1870694.875	1977469.125	2217355.75	1996525.375	1983081.375	2107889.75	1999339.25	2157277.25	2213482.5	1766369.875	2007627.625
P55073																					304267.7812																										
P55084																																															156646.9375
P55145																																		45618.20703													
P55209	114156.6484	66269.96875	121126.9297	183933.0	154342.4531	108623.1562			124448.1094		172731.2344					42283.54297	146931.0938								111972.4375	178379.3438	208202.2031	109369.4297	95654.17969	101023.7734	117389.3281	165915.8125	166256.8281		172398.3281		165514.0625	186064.2812	177820.1875	234141.4219	178919.4062	129590.75	103470.875	223456.3906	217524.5625	129643.2578	123132.7031
P55209;Q99733																															270125.75																
P55212	63865.921879999994	70733.60938			78675.17188	73069.5																												42912.66016												58308.75781	
P55263			121336.1484		103918.5391								319767.625															108375.8438					52899.59375		82915.0		113507.6562		79873.11719	79050.78125	115169.5234		99648.07812	123489.4844		92137.39844	
P55273																																				130176.2656											
P55283				25647.62109																																											
P55291																																		768511.75		711450.3125			598163.0625	700435.875		557173.75			478360.9375		
P55327														204882.4062	124920.6797	197889.0	191002.5	164067.8906																													
P55786	72785.65625	135559.2812	154982.4531			113174.4141	73824.99219	88423.26562		71201.8125			88441.35938	143386.7969														63367.83594				96184.99219			104659.7969		520160.1562						74339.49219	34404.64844			
P55854;P61956;Q6EEV6																	1101665.5					932138.6875		552713.1875					501511.7812								714232.6875										
P55957	119359.5312	126142.9766	149223.2812	163296.5156	97683.48438	163553.8438	111635.9766	153700.1719	144371.1875	141330.6875	113517.3125	158288.5469	127717.9766	108735.4609	121639.9297	120598.6406	114508.0469	102872.2266	113393.5391	137233.2656	39979.46484	112890.2344	71509.50781	93703.01562	69372.5	36281.30078	61019.953120000006			56612.703120000006	37100.125	22966.33789	39584.00391		55390.8125		73186.60156	70271.63281	54913.00781	76113.77344	86870.53125	66046.71094	54806.76172	71098.89844	52919.32031	68123.66406	73261.07812
P56377												52063.26562																																			
P56537	42858.71875	38524.29688	44640.48047	41553.39062	48171.25781		30894.44336		57351.50391			41609.24219	48770.625	37115.32422	28295.53711	116187.5781				44730.08594											49775.01562	43324.92188							35988.375				202381.9688				223567.2969
P56557											461480.2812		379539.5625																																		
P56715					348058.7188												331201.0312	637927.6875																						535511.8125						250911.75	
P56730																							120842.5469																								
P56817			53342.15234																																												
P57078																							165959.3594				132486.0938																				
P57678																						96939.34375																									
P57682	144516.0156	129541.8359	153658.7656	128136.7734		162919.6875		146690.6875	133123.875	145903.0		139693.7031																																			
P57721;Q15365;Q15366	191806.8906	212226.7656	208022.9375	199134.0	201611.2344	191039.1875	152221.125	196970.2344	211894.9531	173127.8281	190623.625	164458.0625	182963.875	194129.5938	196192.5156	182529.6406	213005.7656	212518.8125	204905.0781	200366.4531	162668.1562	208959.3438	227939.2188	194356.8438	244427.3281	210534.2656	188405.0938	236044.2188	221017.8906	198670.0938	194355.2031	211211.0156	169017.375	165950.7969	193553.75	186766.8438	228535.0625	215471.5938	214549.25	213060.3125	217411.6875	204869.0938	217466.0625	248804.3281	214548.125	237712.4375	225270.0938
P57721;Q15366	88863.26562				136152.0469									110726.7656																																	
P57727																				247516.7656																											
P57737	40798.1875	38333.13672	58200.12109	31572.78125	52731.14453																																	37341.91016			56710.83594						
P58397																										67376.03906												57387.51953									
P58546	210016.5312	213207.4219	195788.2812	268042.5938	377045.0938	185466.5156	141672.5	136473.1094	203800.3438	173977.8438	288582.375	164339.5781	152428.4531	177711.2656	237358.6875	314670.4062	338040.2812	255716.3906	175622.9688	236079.8438	274717.8125	342687.0312	317810.875	155254.9375	413494.5625	503027.3125	497902.6875	513221.4062	590085.3125	467111.4688	312190.9688	426188.0938	414693.9688	405245.9062	435525.6875	327085.5625	516359.6875	549236.125	470021.4688	568983.1875	500568.3438	472083.7812	566224.0625	626342.3125	686142.5625	587386.375	522339.9688
P59190	962626.9375	312360.0625				998457.375		931199.0625		953255.9375	662688.8125		677525.4375	1000835.625				513230.6562		1043910.375					982828.8125	265104.6562	304002.7812	1040854.25	269877.6562		287422.4375	1092472.75		1113066.125	1181458.25			1138461.25	1075632.25			1093296.5		1368970.875			
P59510								607633.25		122186.9688							132811.6406																														
P59533																															226344.0625																
P59665;P59666	7139624.5	6695568.0	6481895.5	6343795.0	7395506.5	7167631.5	6904165.5	6951446.5	7387002.5	7116031.5	6796682.5	7208156.0	6300579.5	6883879.0	6782852.5	6906224.5	9327118.0	7820373.5	7065721.0	7271249.5	7163368.0	7079997.0	7867050.0	7314296.0	8213744.0	7716331.0	7994885.0	7987939.5	7499526.5	7676030.5	9081405.0	7706389.5	8243267.0	7896046.5	9291628.0	8310629.0	7111876.5	7300498.0	7267247.0	7300754.5	7074034.0	7360448.0	7051528.5	8562989.0	8388395.5	7350798.0	7576533.5
P59923	537214.5	498191.0938	455223.5938		523532.9062		465426.75		414335.0	428216.3438	465679.6875	522296.0312	455747.6562			450531.375	399803.5938		456170.875		513483.6562					564269.0		609916.8125		582849.9375		843177.0		776292.9375	826800.1875	892223.3125	612560.375	417133.1875	672136.6875	500243.75						397949.875	
P59998		69865.88281			49852.94141																																		37761.83594								
P60174	3680165.5	3246424.0	3498318.5	3408449.75	3387338.5	3413838.75	4096275.5	4030046.25	4522409.0	4002304.25	3680618.25	4014508.0	3837099.5	3941127.75	3996271.5	4067849.25	4121389.75	4514739.0	3461616.0	3581485.75	3765333.5	3757018.5	3621971.5	3431480.25	3652735.75	3440578.0	3127774.25	3313478.25	3420296.0	3484391.5	3370595.0	3111328.5	3265895.5	3436938.0	3145998.5	3675394.75	2955749.5	2904976.5	2878080.25	2898460.25	2948890.5	3061861.0	3079143.75	2887817.25	3004487.25	3262726.5	2938631.0
P60510																									194791.5312		227709.9375		219875.7656			115171.6406	180870.2656					287381.5312				164885.2344			175146.9062		
P60510;P62714;P67775	86883.48438	100778.9062	95101.61719	119730.5	183062.9062	106790.2109								85491.79688			175537.8281								245840.2344	389352.4062	371340.4375	427821.1875		319055.5625		183067.7812	225383.3906		231262.5156	131979.3594	183938.875			442083.5	173061.3438	146073.7656	356922.4375	515041.9688		207125.3594	297710.8438
P60660	467318.625	407349.4062	445452.5625	425330.625	466286.5938	447065.3125					418124.5625					392247.5938						426568.625	402908.7188		350633.1875	374335.9062	376150.0312	387265.9062	362322.5312	410534.9062	473704.5938	433831.75	415670.8125	383851.4062	469849.2812	453096.3125	400541.2188	409715.5625	453979.25	379770.9062	393342.6875	440762.75	373634.6875	397022.9688	415235.4688	436359.8438	398533.4688
P60709;P62736;P63261;P63267;P68032;P68133	11035121.0	14689745.0	15763905.0	14875229.0	13817105.0	15888543.0	18420980.0	16794762.0	16241207.0	15978160.0	14456334.0	16216078.0	14669907.0	14459082.0	15121483.0	14762833.0	15566311.0	14752751.0	13964474.0	12958218.0	13812122.0	13424013.0	13980983.0	13527433.0	11933798.0	11669011.0	10873010.0	10608745.0	10586578.0	9955493.0	11777266.0	10975994.0	11069559.0	12760324.0	10932965.0	12986626.0	11084449.0	10618883.0	13163098.0	11212185.0	11634775.0	11691344.0	9744050.0	11834202.0	10755043.0	11118480.0	10205327.0
P60709;P62736;P63261;P63267;P68032;P68133;Q562R1	14855772.0	15054254.0	15636906.0	15553772.0	14778229.0	15753333.0	16795728.0	16158889.0	17963516.0	17395732.0	15857727.0	17025088.0	17435116.0	16565625.0	18798032.0	17694678.0	17978256.0	18919078.0	18043022.0	17619066.0	17608266.0	16633474.0	17736798.0	17421790.0	16206331.0	14989816.0	14229641.0	14907866.0	15514370.0	14582959.0	12775912.0	12679624.0	14355953.0	13454662.0	13260049.0	14451079.0	13380677.0	13429730.0	14010195.0	13522534.0	13438542.0	13707443.0	13599554.0	13492177.0	12886409.0	13268974.0	12789412.0
P60709;P63261	12404445.0	14254679.0	13630007.0	15352178.0	14848970.0	14152006.0	12549169.0	12086698.0	13037791.0	14182243.0	14591483.0	15226223.0	11573211.0	11450871.0	14814238.0	12950783.0	13289722.0	12464903.0	13697859.0	12050263.0	13828081.0	12968445.0	14231006.0	13472508.0	12205490.0	12322489.0	11458570.0	10880769.0	12142424.0	11029778.0	11723361.0	12304133.0	12098634.0	13164650.0	12795399.0	15326079.0	12878428.0	9233767.0	12502891.0	11911578.0	13086854.0	11262767.0	8754907.0	8379165.0	10639102.0	13472866.0	9536635.0
P60709;P63261;Q6S8J3	12404445.0	14254679.0	13630007.0	15352178.0	14848970.0	14152006.0	12549169.0	12086698.0	13037791.0	14182243.0	14591483.0	15226223.0	11573211.0	11450871.0	14814238.0	12950783.0	13289722.0	12464903.0	13697859.0	12050263.0	13828081.0	12968445.0	14231006.0	13472508.0		12322489.0	11458570.0	10880769.0	12142424.0	11029778.0	11723361.0		12098634.0		12795399.0	15326079.0	12878428.0	9233767.0	12502891.0	11911578.0	13086854.0	11262767.0	8754907.0	8379165.0	10639102.0	13472866.0	9536635.0
P60763;P63000	715582.5625	946297.375	921438.3125	1175349.375	957188.5	1013150.688	394369.875	1106709.25	462139.0938	981700.4375	412244.4062	453593.3125	405518.7188	427110.0	443511.2812	417713.0	442748.4062	485726.5938		416276.625	440485.8125	452525.4688	414708.9375	445751.0625	344079.2812	424010.6875	381859.3438			349312.9688	439288.6875	621560.375	600081.4375		566625.375	479781.7812	431278.5625	566842.9375	549115.3125	581664.125	524464.3125	459214.8438	462919.25	1045547.625	468044.4375	480719.875	509620.25
P60842	867610.6875	857889.5625	858274.8125	809789.8125	809555.0625	830844.125	917632.875	860472.75	942483.75	863463.4375	847862.4375	900496.875	715398.4375	717101.375	751011.625	760129.3125	734944.1875	724572.125	772460.8125	585492.4375	655179.75	660698.125	671063.125	715564.5	497017.2188	555928.875	526553.9375	556822.5625	593844.5	546361.125	830967.0	796178.0625	814501.0625	871904.4375	802035.375	852097.625	745026.4375	814131.375	821600.5625	751358.6875	764575.0	843438.3125	713335.6875	767293.0625	844914.8125	752623.9375	684546.25
P60842;Q14240	867610.6875	857889.5625	858274.8125	809789.8125	809555.0625	830844.125	917632.875	860472.75	942483.75	863463.4375	847862.4375	900496.875	715398.4375	717101.375	751011.625	760129.3125	734944.1875	724572.125	772460.8125	585492.4375	655179.75	660698.125	671063.125	715564.5	497017.2188	555928.875	526553.9375	556822.5625	593844.5	546361.125	830967.0	796178.0625	814501.0625	871904.4375	802035.375	852097.625	745026.4375	814131.375	821600.5625	751358.6875	764575.0	843438.3125	713335.6875	767293.0625	844914.8125	752623.9375	684546.25
P60891	1224150.0	1238818.875	1217078.75	1268124.25	1238473.75	1377958.125	1399316.0	1337489.25	1396459.875	1262495.875	1369637.25	1498969.75	1168575.625	1093793.875	1340064.5	1177163.5	1150726.625	1167231.125	1138595.25	1102128.25	1151005.125	1081757.125	1140981.375	1127214.75	885657.1875	836231.625	768278.9375	870737.6875	797667.0625	843598.0625	1048499.688	886558.5	910128.125	976826.375	806782.25	1186850.25	989934.6875	998272.0	1003194.375	842458.5	987298.875	1283330.875	945024.125	902511.6875	964685.6875	1008504.75	997323.75
P60900	912563.25	1022480.125	894917.875	773037.625	1137740.625	1161371.625	451195.9688	500701.6562	1039368.0	740436.9375	757272.875	651630.625	692905.625	878538.4375	696989.625	675036.625	697458.9375	724715.875	510826.5625	728207.25	714767.0625	543156.8125	513513.5938	676525.8125	1246599.625	776700.9375	1437290.75	993595.0625	540627.8125	814607.0625	969833.4375	562870.6875	612148.1875	646560.0625	833439.3125	775955.875	740177.6875	728155.875	737372.125	730952.25	709930.5625	638424.25	675297.3125	573825.0	1023300.188	789037.375	941964.5625
P60953	603158.5625	543134.6875	762331.8125	275149.5312	705680.0	288123.8125	652269.1875	743572.25	750151.75	800046.5	754370.1875	284855.1562	617245.6875	266993.375	758041.625	794914.625	744516.25	612869.125	308922.2188	420351.625	583961.6875	560286.625	829706.6875	725236.8125	587328.0625	696464.875	644000.1875	698455.625	588723.125	755030.625	636381.1875	744499.6875	750838.3125	650028.5625	362895.125	710059.5625	661765.25	597469.75	681229.0	764428.25	664386.125	757682.4375	454810.7812	679707.375	756604.1875	699068.8125	635527.5
P60983				53432.16016																																											
P61006	296716.5	157809.375	295014.3125	309946.4375		248489.4531			209426.3594																					69799.48438		110955.8125								97434.49219			117814.0234				
P61019;Q8WUD1																																								39806.22656							
P61020					36681.95312																											16297.115230000001							35538.26953								
P61026											365731.1875		37021.93359	28094.88672	45108.65625	225198.5156	326516.0	39599.25391		265368.75		175708.6562	270683.1562		208756.2812	200870.7031	200625.2188	202249.1094	184014.9844	136733.0469								734977.5625				78707.57812		180177.7188	292932.0938	190579.2188	
